Email Name,Sent,Delivered,% Delivered,Hard Bounced,Soft Bounced,Pending,Opened,% Opened,Clicked Email,% Clicked Email,Clicked to Opened Ratio,Unsubscribed,% Unsubscribed,First Activity (PDT),Last Activity (PDT),Include,days_between
"Nurture__PC_.06. Email - Interview - Partnerships - Special delivery, : how Easyship stops affiliate fraud","4,250","4,154",97.70%,31,65,0,"2,479",59.70%,34,0.80%,1.40%,36,0.90%,"Jun 7, 2023 12:16 PM","Jun 5, 2025 9:15 AM",0,729
Nurture__PC_.06. Nurture (B2B): | How did AppSumo grow revenue 255% YoY?,"1,464","1,441",98.40%,4,19,0,589,40.90%,10,0.70%,1.70%,14,1.00%,"Jun 7, 2023 1:01 PM","Jun 5, 2025 5:34 PM",0,729
Nurture__PC_.07 - Email - Blog Post - Up your's conversions by driving partner traffic directly into apps,"18,930","17,360",91.70%,591,992,0,"2,219",12.80%,89,0.50%,4.00%,60,0.30%,"Jun 7, 2023 11:16 AM","May 29, 2025 5:56 PM",0,722
Nurture__PC_.07. Email - eBook - (Social) - | Drive influencer performance—discover marketing metrics that matter,"37,634","36,650",97.40%,218,763,0,"14,496",39.60%,462,1.30%,3.20%,233,0.60%,"Jun 7, 2023 11:16 AM","Jun 6, 2025 1:07 AM",0,730
"Nurture__PC_.07. Email - Infographic - (Partnerships) - | The real benefits of partnerships may surprise you, [first name]","4,203","4,102",97.60%,34,67,0,"2,333",56.90%,55,1.30%,2.40%,22,0.50%,"Jun 7, 2023 12:16 PM","Jun 4, 2025 8:52 PM",0,728
Nurture__PC_.07. Nurture (B2B): | Get the secret to growing your affiliate program by 96%,"1,444","1,417",98.10%,3,24,0,563,39.70%,11,0.80%,2.00%,5,0.40%,"Jun 7, 2023 1:01 PM","Jun 6, 2025 5:45 AM",0,730
Nurture__PC_.08 - Email - eBook - Research study proves partnerships vital to your success—get it now,"29,394","27,381",93.20%,774,"1,242",0,"6,758",24.70%,83,0.30%,1.20%,85,0.30%,"Jun 7, 2023 11:16 AM","Nov 29, 2024 4:26 PM",0,541
"Nurture__PC_.08 - Email - Worksheet - (Affiliate) - | [first name] , take this easy audit—see how your affiliate program rates",873,828,94.80%,11,34,0,351,42.40%,8,1.00%,2.30%,7,0.80%,"Jun 7, 2023 11:01 AM","Jun 5, 2025 8:00 AM",0,729
Nurture__PC_.08. Email - ebook- (Social) - | Are you ghosting your influencers? You might be—how to fix it,"1,434","1,399",97.60%,13,22,0,542,38.70%,9,0.60%,1.70%,5,0.40%,"Jun 7, 2023 12:46 PM","Jun 14, 2024 2:44 PM",0,373
Nurture__PC_.08. Email - Infographic - (Partnerships) - | How healthy is your partnership mix?,"22,577","20,843",92.30%,650,"1,084",0,"7,091",34.00%,71,0.30%,1.00%,85,0.40%,"Jun 14, 2023 12:16 PM","Jun 5, 2025 9:15 AM",0,722
Nurture__PC_.08. Email - Infographic - Partnership - How is your Partnership Type Mix? - Archived,11,11,100.00%,0,0,0,6,54.50%,0,0.00%,,1,9.10%,"Jun 7, 2023 12:16 PM","Jun 17, 2023 11:02 PM",0,10
Nurture__PC_.08. Nurture (B2B): | Zenefits sees 312% more revenue growth by diversifying partnerships,"1,426","1,398",98.00%,4,24,0,556,39.80%,7,0.50%,1.30%,12,0.90%,"Jun 7, 2023 1:01 PM","Jun 5, 2025 5:05 PM",0,729
"Nurture__PC_.09 - Email - Blog - (Affiliate) - | [first name], Fanatics’ partnerships score big with fans—get the story","36,047","35,034",97.20%,223,789,0,"14,328",40.90%,386,1.10%,2.70%,266,0.80%,"Jun 7, 2023 11:01 AM","Jun 5, 2025 12:31 PM",0,729
"Nurture__PC_.09 - Email - Infographic -4 reasons to build partnerships right now, marketers","13,892","12,452",89.60%,608,832,0,"1,184",9.50%,32,0.30%,2.70%,23,0.20%,"Jun 7, 2023 11:16 AM","Feb 20, 2025 8:15 AM",0,624
Nurture__PC_.09. Email - Case Study - (Social) - | See how Ivory Ella increased ROAS by 19x!,"6,348","6,169",97.20%,49,130,0,"2,278",36.90%,18,0.30%,0.80%,34,0.60%,"Jun 14, 2023 12:46 PM","Jun 6, 2025 12:47 AM",0,723
Nurture__PC_.09. Email - Case Study - Social - Ivory Ella Case Study NEW - Archived,20,20,100.00%,0,0,0,6,30.00%,0,0.00%,,0,0.00%,"Jun 7, 2023 12:46 PM","Jun 8, 2023 8:19 PM",0,1
Nurture__PC_.09. Email - eBook - (Partnerships) - | Everything you need to know about tracking partnerships,"4,115","4,030",97.90%,29,57,0,"2,220",55.10%,41,1.00%,1.80%,27,0.70%,"Jun 7, 2023 12:16 PM","Jun 5, 2025 9:15 AM",0,729
Nurture__PC_.09. Nurture (B2B): | Video - How to grow your SaaS business through partnerships,"1,398","1,371",98.10%,2,25,0,521,38.00%,11,0.80%,2.10%,3,0.20%,"Jun 7, 2023 1:01 PM","Jun 5, 2025 11:44 PM",0,729
Nurture__PC_.10 - Email - Case Study - (Affiliate) - | [Case study] Read how Eve Sleep woke up +114% revenue,787,744,94.50%,5,38,0,289,38.80%,6,0.80%,2.10%,6,0.80%,"Jun 7, 2023 11:01 AM","Jun 5, 2025 8:00 AM",0,729
Nurture__PC_.10. Email - Blog - (Social) - | How to ride the influencer marketing wave—without wiping out,"20,923","20,273",96.90%,192,461,0,"7,951",39.20%,236,1.20%,3.00%,127,0.60%,"Jun 7, 2023 11:16 AM","May 1, 2025 1:27 AM",0,694
Nurture__PC_.10. Email - eBook - (Partnerships) - | End the partner recruitment struggle...,"21,988","20,503",93.20%,401,"1,084",0,"6,988",34.10%,94,0.50%,1.30%,85,0.40%,"Jun 21, 2023 12:16 PM","Jun 5, 2025 9:15 AM",0,715
Nurture__PC_.10. Email - eBook - Partnerships - How to scale your partner recruiting: Lessons from a million outreach emails - Archived,14,13,92.90%,0,1,0,4,30.80%,0,0.00%,,0,0.00%,"Jun 7, 2023 12:16 PM","Jun 10, 2023 1:41 AM",0,3
Nurture__PC_.11 - Email - Case Study - (Affiliate) - | [Case study] Learn how CurrencyFair grew affiliate revenue by 98%,569,530,93.10%,5,34,0,198,37.40%,2,0.40%,1.00%,3,0.60%,"Jun 7, 2023 11:01 AM","Dec 22, 2024 9:49 PM",0,564
Nurture__PC_.11. Email - Infographic - (Partnerships) - | Here’s why top partnership programs rely on end-to-end automation,"4,042","3,953",97.80%,26,63,0,"2,113",53.50%,33,0.80%,1.60%,13,0.30%,"Jun 7, 2023 12:16 PM","Jun 5, 2025 10:38 PM",0,729
"Nurture__PC_.11. Email - One Sheet - (Social) - | [Info sheet] Ready to scale your influencer program, marketer?","1,388","1,357",97.80%,9,22,0,518,38.20%,6,0.40%,1.20%,7,0.50%,"Jun 7, 2023 12:46 PM","Aug 20, 2024 12:09 PM",0,440
Nurture__PC_.12 - Email - eBook - What tech do you need for great partnerships? Here’s your guide,"13,700","12,269",89.60%,599,833,0,"1,121",9.10%,23,0.20%,2.10%,26,0.20%,"Jun 7, 2023 11:16 AM","May 29, 2025 7:25 AM",0,722
Nurture__PC_.12. Email - | [Video] Savage X Fenty can teach you something about influencers,"1,892","1,852",97.90%,11,29,0,704,38.00%,11,0.60%,1.60%,8,0.40%,"Jun 7, 2023 12:46 PM","Jul 29, 2024 8:01 AM",0,418
Nurture__PC_.12. Email - eBook - (Partnerships) - | Why you need to unite brand-to-brand and influencer teams,"1,851","1,768",95.50%,31,52,0,798,45.10%,23,1.30%,2.90%,6,0.30%,"Jun 7, 2023 12:16 PM","Jun 11, 2024 1:22 PM",0,370
Nurture__PC_.13 - Email - [Video] Learn why your sales and marketing are coming up short,"18,632","16,991",91.20%,631,"1,010",0,"2,156",12.70%,97,0.60%,4.50%,50,0.30%,"Jun 7, 2023 11:16 AM","Jun 5, 2025 1:53 PM",0,729
"Nurture__PC_.13 - Email - eBook - (Affiliate) - | Get inspired by these affiliate partnerships, marketers",878,800,91.10%,17,61,0,291,36.40%,10,1.30%,3.40%,3,0.40%,"Jun 7, 2023 11:01 AM","May 30, 2025 10:23 PM",0,723
Nurture__PC_.13. Email - (Partnerships) - | The ultimate guide to ultimate revenue: partnership marketing,"36,505","35,488",97.20%,190,827,0,"13,922",39.20%,311,0.90%,2.20%,173,0.50%,"Jun 7, 2023 11:16 AM","Jun 5, 2025 6:15 AM",0,729
Nurture__PC_.14 - Email - [Video] 314% ROI will get any decision maker on board,"18,556","16,926",91.20%,608,"1,020",0,"2,085",12.30%,74,0.40%,3.50%,46,0.30%,"Jun 7, 2023 11:16 AM","Jun 5, 2025 9:18 AM",0,729
Nurture__PC_.14. Email - Blog - (Affiliate) - | On the SaaS fence? Get the facts for affiliate professionals,768,720,93.80%,6,42,0,283,39.30%,4,0.60%,1.40%,8,1.10%,"Jun 7, 2023 11:01 AM","Jun 5, 2025 8:00 AM",0,729
Nurture__PC_.14. Email - ebook - (Partnerships) - | What do blind dates have to do with your brand’s future?,"37,038","35,999",97.20%,219,821,0,"14,115",39.20%,221,0.60%,1.60%,193,0.50%,"Jun 7, 2023 11:16 AM","Jun 5, 2025 12:22 PM",0,729
Nurture__PC_.14. Email - Video - (Social) - | [Video] Influencer marketing is dead: learn why in 2 minutes,"1,298","1,271",97.90%,7,20,0,494,38.90%,10,0.80%,2.00%,9,0.70%,"Jun 7, 2023 12:46 PM","May 8, 2024 4:09 AM",0,336
Nurture__PC_.15 - Email - [Video] The best partnership programs do these 3 things,"17,166","15,506",90.30%,656,"1,005",0,"2,046",13.20%,46,0.30%,2.20%,29,0.20%,"Jun 7, 2023 11:16 AM","Mar 11, 2025 8:16 AM",0,643
"Nurture__PC_.15. Email - Blog - (Affiliate) - | Give affiliate partners these 5 things, and you’ll get plenty in return",750,707,94.30%,4,39,0,272,38.50%,8,1.10%,2.90%,2,0.30%,"Jun 7, 2023 11:01 AM","May 31, 2025 6:56 AM",0,724
"Nurture__PC_.15. Email - eBook - (Social) - | [ebook] Do your influencer campaigns all look the same, marketers?","1,265","1,234",97.50%,11,20,0,463,37.50%,10,0.80%,2.20%,3,0.20%,"Jun 7, 2023 12:46 PM","Mar 13, 2025 10:34 AM",0,645
Nurture__PC_.15. Email - kit - (Partnerships) - | Here's your ultimate brand-to-brand partnership pack,"3,998","3,910",97.80%,31,57,0,"2,084",53.30%,38,1.00%,1.80%,14,0.40%,"Jun 7, 2023 12:16 PM","Jun 5, 2025 6:15 AM",0,729
Nurture__PC_.16 - Email - [Slideshare] Want to add 28%+ to your partnership revenue?,"17,616","15,785",89.60%,798,"1,034",0,"2,102",13.30%,48,0.30%,2.30%,30,0.20%,"Jun 7, 2023 11:16 AM","Mar 13, 2025 8:16 AM",0,645
"Nurture__PC_.16. Email - | [Video] Scale up influencers without stress, marketers?","1,250","1,218",97.40%,12,21,0,474,38.90%,6,0.50%,1.30%,5,0.40%,"Jun 7, 2023 12:46 PM","Oct 7, 2024 10:11 AM",0,488
Nurture__PC_.16. Email - Case Study - (Affiliate) - | Automation doubled this company’s affiliate ROI — read how,522,481,92.10%,7,34,0,181,37.60%,6,1.20%,3.30%,2,0.40%,"Jun 7, 2023 11:01 AM","May 2, 2024 12:55 PM",0,330
Nurture__PC_.16. Email - infographic - (Partnerships) - | 72% of executives have these 7 challenges...,"15,706","14,527",92.50%,350,829,0,"4,337",29.90%,56,0.40%,1.30%,38,0.30%,"Jun 28, 2023 12:15 PM","Apr 17, 2025 8:30 AM",0,659
Nurture__PC_.16. Email - infographic - 7 challenges in partnerships today - Archived,7,6,85.70%,0,1,0,2,33.30%,1,16.70%,50.00%,0,0.00%,"Jun 7, 2023 12:16 PM","Jun 8, 2023 9:15 AM",0,1
"Nurture__PC_.17. Email - [First name], will automation pay off? Use this calculator to do the math","17,151","15,388",89.70%,769,"1,000",0,"2,129",13.80%,57,0.40%,2.70%,41,0.30%,"Jun 7, 2023 11:16 AM","Sep 24, 2024 1:47 PM",0,475
Nurture__PC_.17. Email - Case Study - (Affiliate) - | Vivino’s 454% revenue growth was just the affiliate aperitif,734,684,93.20%,8,42,0,252,36.80%,5,0.70%,2.00%,3,0.40%,"Jun 7, 2023 11:01 AM","Jun 5, 2025 8:00 AM",0,729
Nurture__PC_.17. Email - worksheet - (Partnerships) - | 4 must-have email templates for effective outreach,"18,095","16,858",93.20%,388,849,0,"5,824",34.50%,107,0.60%,1.80%,53,0.30%,"Jul 5, 2023 12:16 PM","Jun 5, 2025 10:31 PM",0,701
Nurture__PC_.17. Email - worksheet - 4 email templates for partner recruitment - Archived,"31,754","30,836",97.10%,169,750,0,"11,506",37.30%,376,1.20%,3.30%,111,0.40%,"Jun 7, 2023 11:16 AM","Jun 5, 2025 10:18 PM",0,729
Nurture__PC_.18. Email - eBook - (Affiliate) - | Solved! Your toughest affiliate stumpers — get the ebook,713,666,93.40%,6,41,0,247,37.10%,9,1.40%,3.60%,3,0.50%,"Jun 7, 2023 11:01 AM","Jun 5, 2025 9:16 AM",0,729
Nurture__PC_.18. Email - Read how automation tripled this company’s partnership revenue,"18,610","16,757",90.00%,818,"1,040",0,"2,720",16.20%,65,0.40%,2.40%,32,0.20%,"Jun 7, 2023 11:16 AM","Sep 23, 2024 3:59 PM",0,474
Nurture__PC_.18. Email - Video - (Social) - | Influencers vs affiliates: pros and cons from industry experts,"3,022","2,963",98.00%,12,47,0,"1,175",39.70%,23,0.80%,2.00%,21,0.70%,"Jun 7, 2023 12:46 PM","Jun 5, 2025 9:58 PM",0,729
"Nurture__PC_.19. Email - eBook - (Affiliate) - | Time to modernize your affiliate program, marketer? Get the ebook",472,432,91.50%,4,36,0,144,33.30%,8,1.90%,5.60%,0,0.00%,"Jun 7, 2023 11:01 AM","May 2, 2024 5:22 AM",0,330
"Nurture__PC_.19. Email - How did a small, selective partnership strategy drive big results? Find out inside","22,999","20,840",90.60%,909,"1,251",0,"3,225",15.50%,141,0.70%,4.40%,53,0.30%,"Jun 7, 2023 11:16 AM","Jun 5, 2025 6:20 AM",0,729
Nurture__PC_.20. Email - blog - (Partnerships) - | Blog post: how leadership should think about modern partnerships,"3,971","3,880",97.70%,30,62,0,"2,005",51.70%,15,0.40%,0.70%,14,0.40%,"Jun 7, 2023 12:16 PM","Jun 5, 2025 11:53 PM",0,729
"Nurture__PC_.20. Email - eBook - Advertising is dead, but partnerships have your back","40,470","37,880",93.60%,927,"1,664",0,"9,826",25.90%,217,0.60%,2.20%,137,0.40%,"Jun 7, 2023 11:16 AM","Jun 5, 2025 10:15 AM",0,729
Nurture__PC_.20. Email - infographic - (Affiliate) - | Network VS SaaS: How to choose the best affiliate program management,473,437,92.40%,3,33,0,137,31.40%,4,0.90%,2.90%,1,0.20%,"Jun 7, 2023 11:01 AM","May 3, 2024 12:00 AM",0,331
Nurture__PC_.21. Email - | [ebook] Ultimate guide to influencer marketing,"2,978","2,922",98.10%,11,45,0,"1,133",38.80%,41,1.40%,3.60%,15,0.50%,"Jun 7, 2023 12:46 PM","Jun 5, 2025 10:55 PM",0,729
Nurture__PC_.21. Email - Case study - (Partnerships) - | Sephora's secret to 3X revenue and global scale,"17,891","16,781",93.80%,249,861,0,"5,615",33.50%,72,0.40%,1.30%,57,0.30%,"Jul 12, 2023 12:15 PM","Jun 5, 2025 3:06 PM",0,694
Nurture__PC_.21. Email - kit -(Affiliate) - | [Worksheet] How to find the right partner mix for your affiliate program,745,701,94.10%,5,39,0,264,37.70%,10,1.40%,3.80%,3,0.40%,"Jun 7, 2023 11:01 AM","Jun 5, 2025 8:00 AM",0,729
Nurture__PC_.21. Email - Slideshare - Partnerships - Advertising is Dead Slideshare,"16,582","14,868",89.70%,736,978,0,"2,034",13.70%,64,0.40%,3.10%,31,0.20%,"Jun 7, 2023 11:16 AM","Nov 4, 2024 12:24 PM",0,516
Nurture__PC_.22. Email - Blog - (Affiliate) - | [Blog post] How to scale your affiliate partnership program,689,640,92.90%,8,41,0,243,38.00%,9,1.40%,3.70%,1,0.20%,"Jun 7, 2023 11:01 AM","Jun 5, 2025 9:20 AM",0,729
"Nurture__PC_.22. Email - infographic - | Find the right influencers and score big, friend","2,941","2,880",97.90%,17,44,0,"1,087",37.70%,14,0.50%,1.30%,21,0.70%,"Jun 7, 2023 12:46 PM","Jun 5, 2025 9:45 AM",0,729
Nurture__PC_.22. Email - Video - How do the best partnership programs use data? Watch these clips,"18,699","17,022",91.00%,656,"1,021",0,"3,062",18.00%,105,0.60%,3.40%,50,0.30%,"Jun 7, 2023 11:16 AM","Jun 5, 2025 8:15 AM",0,729
Nurture__PC_.23. Email - blog - | [Blog post] Seven ways to pay your influencers,"2,923","2,869",98.20%,11,43,0,"1,095",38.20%,30,1.00%,2.70%,14,0.50%,"Jun 7, 2023 12:46 PM","Jun 6, 2025 5:50 AM",0,730
"Nurture__PC_.23. Email - product focused - (Affiliate) - | Find, recruit and engage new, right-fit partners fast",706,661,93.60%,5,40,0,241,36.50%,6,0.90%,2.50%,1,0.20%,"Jun 7, 2023 11:01 AM","Jun 6, 2025 10:31 AM",0,730
Nurture__PC_.23. Email - Video - Partnerships - How do you Recruit and Diversify your Program Playlist - Archived,31,26,83.90%,1,4,0,5,19.20%,0,0.00%,,0,0.00%,"Jun 7, 2023 11:16 AM","Jun 14, 2023 12:40 PM",0,7
Nurture__PC_.23. Email - Video - Why top experts diversify their partnerships...,"25,461","22,647",88.90%,"1,182","1,643",0,"3,454",15.30%,119,0.50%,3.40%,54,0.20%,"Jun 14, 2023 11:16 AM","Jun 5, 2025 8:19 AM",0,722
Nurture__PC_.24. Email - blog - | [Blog post] How to recruit influencers at scale,"2,893","2,839",98.10%,9,45,0,"1,090",38.40%,29,1.00%,2.70%,12,0.40%,"Jun 7, 2023 12:46 PM","Jun 5, 2025 3:37 PM",0,729
Nurture__PC_.24. Email - product focused - (Affiliate) - | How did Canva achieve a 60% increase in partnership-driven revenue?,681,634,93.10%,6,41,0,219,34.50%,8,1.30%,3.70%,3,0.50%,"Jun 7, 2023 11:01 AM","Jun 5, 2025 8:00 AM",0,729
Nurture__PC_.24. Email - Video - Discover how to customize your partnership program just like Jane.com,"26,347","24,402",92.60%,799,"1,146",0,"6,745",27.60%,86,0.40%,1.30%,68,0.30%,"Jun 7, 2023 11:16 AM","May 4, 2025 8:16 AM",0,697
Nurture__PC_.25. Email - Blog post: 4 reasons brands succeed on TikTok,"18,470","16,831",91.10%,625,"1,014",0,"2,882",17.10%,118,0.70%,4.10%,46,0.30%,"Jun 7, 2023 11:16 AM","Jun 5, 2025 9:02 AM",0,729
Nurture__PC_.25. Email - product focused - (Affiliate) - | See how easy it is to contact and pay affiliates and influencers with impact.com,672,629,93.60%,6,37,0,215,34.20%,5,0.80%,2.30%,3,0.50%,"Jun 14, 2023 11:01 AM","Jun 5, 2025 8:00 AM",0,722
Nurture__PC_.25. Email - worksheet - | This easy-to-use worksheet helps you plan profitable influencer campaigns,"1,128","1,101",97.60%,9,18,0,397,36.10%,5,0.50%,1.30%,4,0.40%,"Jun 7, 2023 12:46 PM","May 31, 2024 8:24 PM",0,359
Nurture__PC_.26. Email - Case study - Sephora - Archived,"11,894","11,328",95.20%,164,403,0,"3,812",33.70%,48,0.40%,1.30%,27,0.20%,"Jun 7, 2023 11:16 AM","May 4, 2025 8:44 AM",0,697
Nurture__PC_.26. Email - kit - | [Starter pack] Ultimate influencer starter kit,"34,953","33,984",97.20%,160,808,0,"13,373",39.40%,572,1.70%,4.30%,151,0.40%,"Jun 7, 2023 11:16 AM","Jun 6, 2025 10:03 AM",0,730
Nurture__PC_.26. Email - product focused - (Affiliate) - | Drive 20% of new revenue from international markets ️,"2,322","2,136",92.00%,35,151,0,651,30.50%,29,1.40%,4.50%,7,0.30%,"Jun 7, 2023 11:01 AM","May 28, 2025 8:19 PM",0,721
Nurture__PC_.26. Email - Sephora's secret to 3X revenue and global scale,"24,684","22,084",89.50%,"1,022","1,579",0,"3,319",15.00%,156,0.70%,4.70%,56,0.30%,"Jun 21, 2023 11:16 AM","Jun 5, 2025 8:30 AM",0,715
Nurture__PC_.27. Email - eBook - | Why should you go global with influencer marketing?,"1,083","1,054",97.30%,13,16,0,371,35.20%,5,0.50%,1.30%,0,0.00%,"Jun 7, 2023 12:46 PM","Nov 30, 2024 9:58 PM",0,542
Nurture__PC_.27. Email - product focused- (Affiliate) - ️| Get real-time insights on your partners' performance,"2,301","2,122",92.20%,36,143,0,643,30.30%,29,1.40%,4.50%,5,0.20%,"Jun 14, 2023 11:01 AM","Jun 4, 2025 11:15 PM",0,722
Nurture__PC_.28. Email- whitepaper- WARC - This might be the best report to get Influencer Marketing insights,"38,276","37,203",97.20%,200,873,0,"14,070",37.80%,174,0.50%,1.20%,131,0.40%,"Jun 7, 2023 11:16 AM","Jun 6, 2025 8:21 AM",0,730
Nurture__PC_.29. Email - | Case Study -See how TONI&GUY generated impressive results from their latest influencer program,"2,816","2,766",98.20%,6,44,0,"1,036",37.50%,15,0.50%,1.40%,7,0.30%,"Jun 7, 2023 12:46 PM","Jun 6, 2025 2:09 AM",0,730
Nurture__PC_.29. Email - worksheet - (Affiliate) - | 4 must-have email templates for effective outreach,"2,387","2,202",92.20%,41,144,0,661,30.00%,12,0.50%,1.80%,14,0.60%,"Jun 21, 2023 11:01 AM","May 29, 2025 8:00 AM",0,708
Nurture__PC_.30. Email - eBook - (Affiliate) - | [GUIDE] Find the right affiliates & influencers with these best practices,"1,565","1,428",91.20%,23,114,0,381,26.70%,5,0.40%,1.30%,7,0.50%,"Jul 19, 2023 11:00 AM","Jan 2, 2025 12:50 AM",0,533
Nurture__PC_.30. Email - ebook - (Social) - | Wisdom from 7 experts on running a successful influencer marketing campaign,"34,008","32,952",96.90%,192,864,0,"11,795",35.80%,182,0.60%,1.50%,98,0.30%,"Jun 7, 2023 11:16 AM","Jun 5, 2025 8:15 AM",0,729
Nurture__PC_.31. Email - blog - | Blog post: 4 reasons brands succeed on TikTok,"2,756","2,705",98.10%,6,45,0,"1,012",37.40%,20,0.70%,2.00%,8,0.30%,"Jun 7, 2023 12:46 PM","May 15, 2025 10:23 PM",0,708
Nurture__PC_.31. Email - Worksheet - (Affiliate) - | [WORKSHEET] Make your partner program irresistible to publishers…,"1,896","1,743",91.90%,32,121,0,577,33.10%,17,1.00%,2.90%,3,0.20%,"Jul 26, 2023 11:01 AM","Jun 5, 2025 10:08 AM",0,680
Nurture__PC_.31. Email - worksheet - 4 email templates for partner recruitment - DandR - Default Engaged,"39,534","37,696",95.40%,488,"1,354",0,"13,399",35.50%,290,0.80%,2.20%,156,0.40%,"Jun 14, 2023 11:16 AM","Jun 5, 2025 8:15 AM",0,722
Nurture__PC_.32. Email - Case study - Sephora - DandR - Default Engaged,"39,024","37,304",95.60%,342,"1,377",0,"12,412",33.30%,145,0.40%,1.20%,126,0.30%,"Jun 21, 2023 11:16 AM","Jun 6, 2025 5:12 AM",0,716
Nurture__PC_.32. Email - Worksheet - (Affiliate) - | [WORKSHEET] Find your ideal mix of partners for exponential growth,"1,914","1,758",91.80%,31,125,0,578,32.90%,15,0.90%,2.60%,9,0.50%,"Aug 2, 2023 11:00 AM","Jun 5, 2025 6:00 AM",0,673
Nurture__PC_.33. Email - Worksheet - (Affiliate) - | Create the perfect one-sheet to recruit affiliates..,"1,881","1,726",91.80%,32,123,0,524,30.40%,6,0.30%,1.10%,10,0.60%,"Aug 9, 2023 11:00 AM","May 29, 2025 8:13 AM",0,659
Nurture__PC_.34. Email - Worksheet - (Affiliate) - | [WORKSHEET] Is this affiliate or influencer compatible?,"1,850","1,711",92.50%,23,116,0,522,30.50%,12,0.70%,2.30%,6,0.40%,"Aug 16, 2023 11:00 AM","Jun 5, 2025 7:00 AM",0,659
Nurture__PC_.Affiliate__Email 01__Ebook_eBook: Ready to evolve your affiliate program? Here’s your blueprint,273,258,94.50%,7,8,0,140,54.30%,24,9.30%,17.10%,5,1.90%,"Sep 26, 2024 8:16 AM","Jun 6, 2025 8:16 AM",0,253
Nurture__PC_.Affiliate__Email 02__Blog Post_Hot topic! Affiliates vs. partnerships—what’s the difference? Find out (Updated),"9,808","9,567",97.50%,31,210,0,"3,737",39.10%,81,0.80%,2.20%,50,0.50%,"Oct 3, 2024 8:16 AM","Jun 6, 2025 11:39 AM",0,246
Nurture__PC_.Affiliate__Email 03__Blog Post_Are you paying your affiliate partners fairly? Here’s how—it’s easy (Updated),"12,091","11,809",97.70%,38,244,0,"4,868",41.20%,91,0.80%,1.90%,128,1.10%,"Oct 10, 2024 8:15 AM","Jun 6, 2025 12:17 PM",0,239
"Nurture__PC_.Affiliate__Email 04__Worksheet_(first name), take this easy audit—see how your affiliate program rates (Updated)",138,136,98.60%,2,0,0,59,43.40%,0,0.00%,,1,0.70%,"Oct 17, 2024 8:15 AM","Jun 5, 2025 9:16 AM",0,231
"Nurture__PC_.Affiliate__Email 05_Fanatics_Blog Post_(first name), Fanatics’ partnerships score big with fans—get the story (Updated)","11,090","10,839",97.70%,25,226,0,"4,473",41.30%,103,1.00%,2.30%,101,0.90%,"Oct 24, 2024 8:15 AM","Jun 6, 2025 11:37 AM",0,225
Nurture__PC_.Affiliate__Email 06_eve Sleep_Case Study_[Case study] Read how Eve Sleep woke up +114% revenue (Updated),115,113,98.30%,2,0,0,43,38.10%,0,0.00%,,2,1.80%,"Oct 31, 2024 8:16 AM","Jun 5, 2025 9:42 AM",0,217
